,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
16211,23,3,309580,14,1,4,1,1,1,0,0,40,1,1
16212,26,6,130832,13,1,12,5,1,2,0,0,10,1,1
16213,25,3,194897,9,1,6,4,4,1,6849,0,40,1,1
16214,30,3,130078,13,1,6,1,1,2,0,0,45,1,1
16215,48,3,39986,9,1,3,1,1,1,0,0,40,1,1
16216,20,3,379198,9,1,5,6,5,1,0,0,40,6,1
16217,51,3,189762,10,2,2,3,1,2,0,0,15,1,2
16218,19,3,178147,10,1,3,4,1,1,0,0,10,1,1
16219,31,3,332379,9,1,10,1,1,1,0,0,40,1,1
16220,36,3,175759,13,2,2,2,1,1,7298,0,50,1,2
16221,21,6,262062,10,1,12,4,1,2,0,0,40,1,1
16222,40,3,275446,9,1,6,4,2,1,0,0,40,1,1
16223,30,2,278522,7,1,9,4,2,1,0,0,40,1,1
16224,28,2,54683,10,1,7,1,1,1,0,1590,40,1,1
16225,57,3,136107,5,2,7,2,2,1,0,0,40,1,2
16226,18,3,205894,7,1,6,4,1,1,0,0,15,1,1
16227,54,3,210736,9,2,7,2,1,1,0,0,40,1,2
16228,32,3,166634,9,2,10,2,2,1,0,0,40,1,1
16229,52,3,185283,14,1,4,1,1,1,0,0,40,1,1
16230,27,3,180553,9,5,10,5,1,2,0,0,40,1,1
16231,45,3,199058,13,2,2,2,1,1,0,0,48,5,1
16232,18,3,145005,10,1,5,4,1,1,0,0,20,1,1
16233,37,2,184655,9,1,7,1,1,1,0,0,35,1,1
16234,52,3,358554,9,2,10,2,2,1,0,0,40,1,2
16235,59,3,307423,5,1,5,1,2,1,0,0,50,1,1
16236,27,3,472070,11,1,10,1,1,1,0,0,40,1,1
16237,43,4,115562,9,2,10,2,1,1,0,0,40,1,1
16238,56,3,32446,10,2,7,2,1,1,0,0,40,1,2
16239,44,2,33121,10,2,9,2,1,1,0,0,72,1,1
16240,37,3,183345,11,1,7,1,1,1,0,0,45,1,1
16241,28,3,119793,11,3,2,1,1,1,10520,0,50,1,2
16242,48,2,97883,9,5,5,6,1,2,0,0,25,1,1
16243,58,2,31732,13,2,2,2,1,1,0,0,50,1,1
16244,29,3,206250,9,2,7,2,1,1,0,0,45,1,1
16245,37,3,103323,12,2,6,2,1,1,0,0,40,1,1
16246,35,7,135436,15,2,4,2,1,1,0,0,50,1,2
16247,36,3,376455,11,3,7,1,1,1,0,0,38,1,1
16248,52,3,160703,9,2,1,2,1,1,0,0,48,1,1
16249,30,3,131699,9,3,8,1,1,1,0,0,40,1,1
16250,22,3,243842,5,1,7,4,1,1,0,0,40,1,1
16251,55,2,349910,12,2,6,2,1,1,0,0,60,1,1
16252,61,3,170262,9,2,2,3,1,2,15024,0,38,1,2
16253,33,3,184306,9,3,3,5,1,1,0,0,30,1,1
16254,46,3,224202,10,2,6,2,1,1,0,0,50,1,1
16255,64,3,151540,7,7,11,5,1,2,0,0,16,1,1
16256,28,3,231197,6,4,7,5,1,1,0,0,40,6,1
16257,19,3,279968,9,1,1,1,1,2,0,0,42,1,1
16258,36,3,162651,9,5,1,1,1,1,0,0,40,17,1
16259,43,2,130126,13,2,7,2,1,1,0,0,40,1,2
16260,39,2,160120,16,3,1,6,5,1,0,0,40,5,1
16261,56,3,161662,13,2,2,2,1,1,0,0,42,1,2
16262,24,5,201664,10,1,13,4,1,1,0,0,40,1,1
16263,40,3,137142,9,2,6,2,1,1,0,0,60,1,1
16264,45,7,122206,12,2,2,2,1,1,0,0,50,1,2
16265,56,5,183169,14,7,4,1,1,2,0,0,40,1,1
16266,46,3,126513,9,5,7,5,2,2,0,0,40,5,1
16267,35,4,185053,13,1,4,4,1,2,0,0,40,1,1
16268,36,2,408427,15,2,4,2,1,1,0,0,60,1,2
16269,50,2,198581,15,2,4,2,1,1,0,0,50,1,2
16270,61,3,199198,4,7,5,1,2,2,0,0,21,1,1
16271,31,3,184306,11,1,8,4,1,1,0,1980,60,1,1
16272,63,3,172740,10,2,4,2,1,1,0,0,40,1,1
16273,41,3,205153,11,2,2,2,1,1,0,0,40,1,1
16274,48,3,164964,9,2,10,2,1,1,0,0,40,1,1
16275,45,3,162606,9,3,6,1,1,2,0,0,35,1,1
16276,24,3,179627,9,2,10,2,1,1,0,0,40,1,1
16277,34,3,103408,10,3,4,1,2,1,0,0,40,12,2
16278,27,3,36440,13,1,6,1,1,2,0,0,40,1,1
16279,26,3,57512,11,1,7,4,1,1,0,0,48,1,1
16280,27,3,187981,9,1,3,4,1,1,0,0,40,1,1
16281,55,3,393768,11,2,2,2,1,1,0,0,40,1,1
16282,38,3,108726,9,2,2,2,1,1,0,0,40,1,2
16283,31,3,180551,9,2,1,3,1,2,0,0,40,1,2
16284,51,2,176240,12,2,6,2,1,1,0,0,40,1,2
16285,56,3,70720,8,2,4,2,1,1,0,0,40,1,2
16286,39,3,35890,12,2,10,2,1,1,0,0,40,1,1
16287,50,3,283676,10,2,7,2,1,1,0,0,40,1,2
16288,34,5,105540,13,2,4,2,1,1,0,2051,40,1,1
16289,44,3,408717,9,3,6,1,1,1,3674,0,50,1,1
16290,21,3,57916,9,1,13,4,1,1,0,0,40,1,1
16291,37,3,177974,10,2,10,2,1,1,0,0,70,1,1
16292,34,6,177304,6,3,12,1,1,1,0,0,40,17,1
16293,18,3,115839,8,1,1,1,1,2,0,0,30,1,1
16294,34,6,205256,9,2,12,2,1,1,2885,0,80,1,1
16295,38,3,117802,9,2,10,2,1,1,0,0,65,1,2
16296,19,3,211355,9,1,1,4,1,1,0,0,12,1,1
16297,46,3,173243,9,2,7,2,1,1,0,0,40,1,1
16298,19,3,343200,10,1,6,4,1,2,0,0,25,1,1
16299,22,3,401690,10,1,6,4,1,2,0,0,20,6,1
16300,38,3,196123,9,2,7,2,1,1,0,0,50,1,1
16301,33,3,168981,14,3,2,4,1,2,14084,0,50,1,2
16302,83,2,213866,9,7,2,1,1,1,0,0,8,1,1
16303,34,3,55176,10,2,11,2,1,1,0,0,40,1,2
16304,38,3,153976,9,2,7,2,1,1,0,0,40,1,1
16305,33,3,119176,10,7,1,5,1,2,0,0,40,1,1
16306,27,3,169117,9,2,1,3,2,2,0,1887,40,1,2
16307,38,3,156550,9,2,7,2,1,1,0,0,60,1,1
16308,25,3,109609,10,1,5,1,1,1,0,0,25,1,1
16309,38,3,26698,9,2,11,2,1,1,0,0,40,1,1
16310,52,3,236497,13,2,2,2,1,1,0,0,48,1,2
16311,33,1,306309,14,1,4,1,1,1,0,0,50,1,1
16312,17,3,242773,7,1,5,4,1,2,0,0,20,1,1
16313,28,3,124680,13,1,2,1,1,2,6849,0,60,1,1
16314,52,5,43909,9,3,1,5,2,2,0,0,40,1,1
16315,34,3,112820,9,5,3,1,1,1,2463,0,40,1,1
16316,25,3,148300,13,1,4,4,1,2,0,0,15,1,1
16317,17,3,133449,5,1,5,4,2,1,0,0,26,1,1
16318,22,3,263670,9,1,5,4,2,1,0,0,80,1,1
16319,22,3,276494,9,1,3,1,2,1,0,0,40,1,1
16320,46,3,190115,10,2,6,2,1,1,0,1887,40,1,2
16321,58,3,317479,9,3,10,1,2,2,0,0,40,1,1
16322,39,3,151248,10,3,6,6,1,2,0,0,35,1,1
16323,59,5,130532,10,7,5,1,1,2,0,0,40,16,1
16324,61,3,160062,9,2,1,2,1,1,0,0,40,1,1
16325,32,3,299635,11,2,7,2,1,1,0,0,45,1,1
16326,50,3,171225,13,2,2,2,3,1,0,0,40,14,2
16327,51,3,33304,9,2,7,2,1,1,0,0,40,1,1
16328,43,3,95634,13,2,5,3,3,2,0,0,45,5,1
16329,20,3,243878,10,1,7,4,1,1,0,0,40,1,1
16330,38,5,181721,13,2,2,2,2,1,0,0,40,1,1
16331,44,4,201435,11,2,7,2,2,1,0,0,40,1,2
16332,28,3,334032,11,1,6,1,1,1,0,0,50,1,1
16333,50,3,220019,14,2,4,3,1,2,0,0,40,1,1
16334,53,3,71772,16,3,4,1,1,1,0,0,50,1,1
16335,42,2,27661,13,2,6,2,1,1,0,0,45,1,1
16336,47,3,191411,14,2,4,2,3,1,0,0,45,4,1
16337,39,3,123945,9,2,1,3,1,2,0,0,40,1,2
16338,38,2,37778,9,1,9,1,1,1,0,0,60,1,1
16339,34,1,171216,13,1,4,4,1,1,0,0,50,1,1
16340,40,3,93955,10,2,4,3,1,2,0,0,40,1,1
16341,63,3,163809,10,7,6,1,1,2,0,0,20,1,1
16342,53,3,346754,10,2,2,3,1,2,0,0,40,1,2
16343,43,3,188436,11,3,4,1,1,1,0,0,48,1,1
16344,28,3,72443,10,1,2,1,1,1,0,1669,60,1,1
16345,68,3,186350,9,7,2,1,1,2,0,0,10,1,2
16346,22,6,214238,4,1,12,5,1,2,0,0,40,6,1
16347,46,1,394860,13,2,4,2,1,1,0,0,38,1,1
16348,57,3,262642,9,1,1,6,1,2,0,0,40,1,1
16349,38,3,125550,9,3,1,1,1,2,0,0,35,1,1
16350,66,3,192504,14,2,6,2,1,1,0,0,40,1,1
16351,29,3,131310,12,1,6,4,1,2,0,0,40,1,1
16352,54,3,249322,13,2,6,2,1,1,7688,0,50,1,2
16353,38,3,172755,9,1,4,1,1,1,0,0,40,1,1
16354,35,3,209993,7,5,15,5,1,2,0,0,8,6,1
16355,30,3,166961,13,1,4,4,1,2,0,0,37,1,1
16356,39,3,315291,9,1,1,5,2,2,0,0,40,1,1
16357,31,3,284703,14,1,4,1,2,1,0,0,40,1,1
16358,50,3,166565,9,2,10,2,1,1,0,0,50,1,1
16359,30,2,173854,9,2,7,2,1,1,0,0,60,1,1
16360,25,3,189219,13,1,6,4,1,2,0,0,40,1,1
16361,24,3,210781,13,1,15,1,1,2,0,0,40,27,1
16362,59,5,171328,9,5,13,6,2,2,0,2339,40,1,1
16363,45,3,199832,13,2,1,2,1,1,0,0,15,1,1
16364,64,3,251292,3,5,5,6,1,2,0,0,20,2,1
16365,61,3,122246,8,2,5,3,1,2,0,0,40,1,1
16366,42,3,190767,11,3,11,5,1,2,0,0,40,1,1
16367,28,3,278736,3,2,10,2,1,1,0,0,40,6,1
16368,53,3,124963,9,3,3,1,1,1,0,0,40,1,1
16369,33,2,167476,7,3,3,1,1,1,0,0,7,1,1
16370,34,5,246104,14,2,4,2,2,1,0,0,40,1,1
16371,41,3,171615,10,2,5,2,1,1,0,0,48,1,1
16372,67,3,264095,10,2,3,2,1,1,9386,0,24,2,2
16373,46,3,177114,12,7,4,5,1,2,0,0,27,1,1
16374,32,3,146154,9,2,6,3,1,2,0,0,40,1,1
16375,41,3,198196,9,2,8,2,1,1,0,0,40,1,1
16376,30,3,79712,13,2,4,2,5,1,0,0,40,1,1
16377,54,2,154785,13,3,2,1,1,1,0,0,50,1,1
16378,33,3,182423,9,3,5,5,2,1,0,0,40,1,1
16379,20,6,347292,9,1,12,4,1,1,0,0,32,1,1
16380,34,3,118584,13,1,2,1,1,2,0,0,40,1,1
16381,20,3,219835,10,1,6,4,1,1,0,0,30,5,1
16382,17,6,148769,9,1,12,4,2,1,0,0,40,1,1
16383,45,3,197418,10,3,1,1,1,2,0,0,48,1,1
16384,21,3,253190,9,1,5,4,1,1,0,0,40,1,1
16385,25,3,192273,13,2,4,2,1,1,0,0,40,1,1
16386,38,3,129573,9,2,7,2,1,1,0,0,41,1,1
16387,17,3,173807,7,1,7,4,1,2,0,0,15,1,1
16388,35,3,217893,9,3,6,1,1,2,0,0,30,1,1
16389,38,3,102938,13,2,7,2,1,1,0,0,40,1,1
16390,48,5,407495,12,2,13,2,1,1,0,0,56,1,2
16391,25,3,50053,9,1,5,1,2,1,0,0,40,30,1
16392,57,3,233382,14,1,2,1,1,1,0,0,40,2,1
16393,32,3,270968,13,3,2,1,1,2,0,0,50,1,2
16394,39,5,272166,13,5,4,1,2,1,0,0,30,1,1
16395,23,3,199915,13,1,1,4,1,2,0,0,35,1,1
16396,21,3,305781,9,1,3,5,1,1,0,0,45,1,1
16397,47,3,107682,9,3,1,5,1,2,0,0,48,1,1
16398,25,3,188507,4,1,10,6,1,2,0,0,40,25,1
16399,18,6,28311,7,1,12,4,1,2,0,0,35,1,1
16400,41,4,197069,10,4,1,1,2,1,4650,0,40,1,1
16401,19,3,177839,9,1,5,4,1,2,0,0,15,1,1
16402,24,3,77665,9,1,7,1,1,1,0,0,42,1,1
16403,57,3,127728,13,2,2,2,1,1,15024,0,50,1,2
16404,51,6,172175,16,1,12,1,1,1,0,2824,40,1,2
16405,32,3,106742,9,2,8,2,1,1,0,0,40,1,1
16406,28,2,192838,11,2,7,2,1,1,0,0,45,1,1
16407,40,3,79531,13,2,2,2,1,1,0,0,75,1,2
16408,21,1,337766,10,1,4,4,1,1,0,0,20,1,1
16409,45,2,33234,13,2,6,2,1,1,0,0,40,1,2
16410,17,6,34088,8,1,12,4,1,2,0,0,25,1,1
16411,55,3,176904,6,2,8,2,1,1,0,0,50,1,1
16412,42,3,172148,10,2,1,2,2,1,0,0,40,1,1
16413,49,3,199058,9,2,1,2,1,1,0,0,38,1,1
16414,38,3,48093,9,2,3,2,1,1,0,0,40,1,1
16415,50,3,143664,13,1,2,1,1,1,0,0,40,1,1
16416,47,3,168337,9,2,10,2,1,1,0,0,48,1,2
16417,43,3,195212,13,2,2,3,2,2,0,0,40,5,1
16418,39,3,230329,13,2,6,2,1,1,0,0,40,11,2
16419,42,3,376072,9,2,8,2,1,1,0,0,30,1,1
16420,32,3,430175,9,3,7,6,2,2,0,0,50,1,1
16421,44,4,240628,12,3,2,1,1,2,2354,0,40,1,1
16422,50,7,158294,15,2,4,2,1,1,99999,0,80,1,2
16423,55,3,28735,9,3,1,5,4,2,0,0,45,1,1
16424,37,3,167482,9,1,10,4,1,1,0,0,40,1,1
16425,59,3,113203,9,3,1,1,1,2,0,0,40,1,1
16426,56,3,103948,7,2,8,2,1,1,0,0,40,1,1
16427,33,2,310525,8,1,7,1,2,1,0,0,32,1,1
16428,35,3,105138,13,2,11,2,1,1,0,0,40,1,2
16429,44,3,153489,9,1,5,5,1,1,0,0,40,1,1
16430,57,1,254949,9,2,2,2,1,1,0,0,40,1,2
16431,31,3,118149,10,1,2,1,2,2,0,0,40,1,1
16432,18,3,267965,7,1,6,1,1,2,0,0,15,1,1
16433,43,3,50646,9,2,7,2,1,1,0,0,70,1,1
16434,33,3,147700,9,2,7,2,5,1,0,0,40,1,1
16435,18,3,446771,10,1,1,4,1,1,0,0,25,1,1
16436,47,3,168262,13,1,1,4,1,1,0,0,40,1,1
16437,53,3,117058,9,3,5,5,1,2,0,0,40,1,1
16438,59,2,140957,11,1,2,1,1,1,0,0,35,1,2
16439,35,3,186126,14,2,4,2,1,1,0,0,38,5,1
16440,49,3,268234,6,2,2,2,1,1,0,0,40,1,1
16441,26,3,485117,12,1,7,1,1,1,0,0,40,1,1
16442,25,3,31350,9,1,3,1,1,1,0,0,60,10,1
16443,36,1,210830,14,1,4,4,1,2,0,0,30,1,1
16444,29,3,196420,9,1,2,1,1,2,0,0,45,1,1
16445,52,3,172165,6,3,5,6,1,2,0,0,25,1,1
16446,50,2,186565,13,2,6,2,1,1,0,0,50,1,1
16447,22,3,119359,13,1,2,4,3,2,0,0,40,1,1
16448,44,2,109684,14,3,2,5,1,2,0,0,40,1,1
16449,32,3,169589,11,2,3,2,1,1,0,0,40,1,2
16450,49,3,125421,9,3,1,5,1,2,0,0,38,1,1
16451,31,3,500002,2,2,9,2,1,1,0,0,45,6,1
16452,33,3,224141,9,2,5,2,1,1,0,0,40,1,1
16453,50,3,113290,9,2,6,3,1,2,0,0,15,1,1
16454,62,6,123992,9,2,12,2,1,1,0,0,40,1,1
16455,26,3,58098,10,1,1,1,1,2,0,1974,40,1,1
16456,46,6,37672,9,3,12,1,1,2,0,0,15,1,1
16457,55,3,198145,13,2,4,2,1,1,7298,0,40,1,2
16458,49,4,35406,9,7,2,1,1,2,0,0,20,1,1
16459,22,3,199419,9,2,6,3,1,2,0,0,40,1,1
16460,43,3,145441,13,2,2,2,1,1,0,0,38,1,2
16461,58,3,238438,10,2,4,2,1,1,0,0,42,1,1
16462,48,1,212954,14,2,4,2,1,1,15024,0,40,1,2
16463,21,3,56582,7,1,5,4,1,1,0,0,50,1,1
16464,67,5,176931,4,7,5,1,1,2,0,0,20,1,1
16465,39,2,188571,7,2,8,2,1,1,0,0,40,1,1
16466,52,4,312500,11,3,9,1,1,2,0,0,40,1,1
16467,25,3,278404,13,1,4,1,1,1,0,0,40,1,1
16468,27,2,114225,10,1,2,1,1,1,0,0,60,1,2
16469,18,3,184016,7,1,6,4,1,2,0,0,20,1,1
16470,41,5,183009,9,2,8,2,2,1,0,0,40,1,2
16471,59,3,205759,16,1,4,1,1,1,0,0,50,1,1
16472,23,3,462294,12,1,5,4,2,1,0,0,44,1,1
16473,42,3,102085,9,3,5,4,1,2,0,0,15,1,1
16474,54,2,83311,15,2,4,2,1,1,0,0,30,1,2
16475,39,3,248694,9,1,7,1,1,1,0,0,60,1,1
16476,57,5,190747,5,2,5,2,1,1,0,0,40,1,1
16477,51,3,162988,6,3,5,5,1,2,0,0,25,1,1
16478,31,2,156890,4,2,7,2,1,1,0,0,40,1,1
16479,24,3,310380,10,4,1,4,2,2,0,0,45,1,1
16480,35,3,172186,10,1,7,4,1,1,0,0,40,1,1
16481,26,3,311497,13,1,2,1,1,2,0,0,40,1,1
16482,42,7,443508,16,2,4,2,1,1,0,0,45,1,2
16483,31,3,152156,9,2,7,2,1,1,0,0,45,1,1
16484,46,3,155890,13,2,8,2,1,1,0,0,40,1,2
16485,38,1,312528,13,2,2,2,1,1,0,0,37,1,1
16486,51,3,282744,13,2,9,2,1,1,0,0,40,11,1
16487,27,3,205145,9,2,10,2,1,1,0,0,40,1,1
16488,33,6,119918,13,1,12,1,2,1,0,0,45,5,1
16489,22,3,401451,10,2,8,2,1,1,0,0,48,1,2
16490,72,6,173427,9,2,12,2,1,1,0,0,40,2,1
16491,25,3,189027,13,1,3,4,1,1,0,0,40,1,1
16492,58,2,35551,13,2,2,2,1,1,0,0,70,1,2
16493,23,3,42706,10,1,4,1,1,1,0,0,45,1,1
16494,63,3,106910,3,7,5,6,3,2,0,0,19,14,1
16495,23,3,53245,5,5,5,1,1,1,0,0,40,1,1
16496,51,3,221672,14,2,6,2,1,1,15024,0,50,1,2
16497,75,3,71898,1,1,15,1,3,2,0,0,48,14,1
16498,52,3,222107,10,3,6,5,1,2,0,0,50,1,1
16499,69,3,277588,9,2,6,2,1,1,0,0,10,1,1
16500,52,3,178983,16,2,4,2,1,1,0,0,40,5,2
16501,40,4,391744,9,1,1,5,2,2,0,0,40,1,1
16502,34,3,418020,16,2,4,2,1,1,0,0,50,1,2
16503,21,1,39236,10,1,4,1,1,2,0,0,8,1,1
16504,30,3,86808,13,1,4,6,1,2,0,0,40,1,1
16505,46,3,147640,3,2,8,2,4,1,0,1902,40,1,1
16506,21,3,184756,10,1,1,4,1,2,0,0,16,1,1
16507,44,3,191256,9,2,10,2,1,1,0,0,40,1,1
16508,51,1,105943,9,2,1,3,1,2,3908,0,40,1,1
16509,40,3,101272,9,3,1,1,1,2,0,0,32,1,1
16510,33,1,175023,9,2,13,2,1,1,0,0,37,1,1
16511,22,2,357612,9,2,7,2,1,1,0,0,60,1,1
16512,23,3,82777,9,2,2,2,1,1,0,0,30,1,1
16513,75,2,218521,10,4,7,1,1,1,0,0,30,1,1
16514,55,3,179534,7,7,3,5,1,2,0,0,40,1,1
16515,24,6,33339,10,1,12,4,1,1,0,0,20,1,1
16516,45,3,148549,10,3,7,1,1,1,27828,0,56,1,2
16517,31,3,198069,9,1,5,4,1,1,0,0,24,1,1
16518,49,3,236586,9,2,1,2,1,1,0,0,40,1,2
16519,26,5,167261,13,1,4,1,1,2,0,0,40,1,1
16520,61,3,160942,14,2,6,2,1,1,3103,0,50,1,1
16521,44,3,107584,14,2,1,2,1,1,3908,0,50,1,1
16522,28,5,251854,10,1,1,5,2,2,0,0,40,1,1
16523,79,6,163140,9,2,12,2,1,1,0,0,40,1,2
16524,51,3,302579,9,3,5,6,2,2,0,0,30,1,1
16525,44,7,64632,16,2,4,2,1,1,0,0,60,1,1
16526,24,3,83141,13,1,2,1,1,1,0,0,40,1,1
16527,46,7,326048,10,2,2,2,1,1,0,0,40,1,2
16528,36,3,83471,9,7,5,5,3,2,0,0,20,1,1
16529,23,3,170070,8,1,5,1,1,2,0,0,38,1,1
16530,25,3,207875,4,2,3,2,1,1,0,0,40,6,1
16531,48,3,119722,10,2,6,2,2,1,0,0,8,1,1
16532,18,3,335665,7,1,5,6,2,2,0,0,24,1,1
16533,25,3,212522,9,1,7,6,1,1,0,0,40,1,1
16534,19,3,42069,9,1,8,4,1,1,2176,0,45,1,1
16535,26,6,131777,13,2,12,2,1,1,0,2002,40,1,1
16536,33,3,236396,9,1,1,4,1,1,0,0,35,1,1
16537,42,3,159911,9,3,5,5,1,2,0,0,40,1,1
16538,22,3,133833,10,1,1,4,1,2,0,0,40,1,1
16539,36,3,226947,13,2,4,2,1,1,0,0,40,1,2
16540,33,3,174201,9,1,3,4,1,1,0,0,40,1,1
16541,34,2,49707,9,2,2,2,1,1,0,0,70,1,1
16542,33,3,201988,14,2,4,2,1,1,0,0,45,1,1
16543,62,2,162347,15,2,4,2,1,1,0,0,15,1,2
16544,30,3,182833,10,1,2,4,2,2,0,0,40,1,1
16545,22,3,383603,10,1,1,4,1,2,0,0,40,1,1
16546,34,3,70466,11,3,7,1,1,1,0,0,40,1,1
16547,43,3,184846,9,7,10,5,1,2,0,0,60,1,1
16548,25,3,176756,13,1,7,4,1,1,0,0,40,1,1
16549,35,3,112512,9,7,5,4,1,2,0,0,40,1,1
16550,28,3,137296,12,1,5,1,2,2,0,0,40,1,1
16551,28,3,37821,10,3,6,5,1,2,0,0,45,1,1
16552,25,3,295108,9,1,3,5,2,2,0,0,25,1,1
16553,40,3,408717,9,2,7,2,1,1,0,0,40,1,2
16554,35,3,255635,5,2,7,2,5,1,0,0,40,6,1
16555,48,2,177783,4,1,9,1,1,1,0,0,50,1,1
16556,63,2,179400,9,2,7,2,1,1,2290,0,20,1,1
16557,31,3,240283,13,2,1,3,1,2,0,0,40,1,2
16558,36,3,410034,12,2,7,2,1,1,0,0,45,1,1
16559,39,3,180667,10,2,10,2,1,1,0,0,40,1,1
16560,24,3,196332,9,1,5,4,2,2,0,0,40,1,1
16561,32,5,159187,13,1,4,1,1,1,0,0,35,1,1
16562,46,3,225065,1,2,10,3,1,2,0,0,40,6,1
16563,19,3,178147,9,1,6,4,1,1,0,0,35,1,1
16564,30,3,272669,10,1,11,1,3,1,0,0,40,1,1
16565,35,3,347491,11,1,7,1,1,1,0,0,40,1,1
16566,23,6,146399,13,1,12,1,1,1,0,0,55,1,1
16567,33,3,75167,9,2,8,2,1,1,0,0,55,1,1
16568,25,3,133373,9,5,7,1,1,1,0,0,40,1,1
16569,64,5,84737,9,2,5,2,3,1,0,0,35,1,2
16570,18,3,96483,9,1,5,4,3,2,0,0,20,1,1
16571,59,3,368005,7,2,7,2,1,1,0,0,40,1,1
16572,45,1,36032,9,3,13,5,2,2,0,0,40,1,1
16573,30,3,174215,16,1,4,1,1,2,0,0,15,1,1
16574,24,3,228772,3,1,10,6,1,2,0,0,40,6,1
16575,22,3,242912,9,1,5,5,1,2,0,0,35,1,1
16576,49,7,86701,10,2,7,2,3,1,0,0,56,1,2
16577,35,3,166549,8,2,10,2,1,1,0,0,40,1,1
16578,48,5,121622,14,1,4,5,1,2,0,1380,40,1,1
16579,18,3,201613,8,1,6,4,1,2,0,0,20,1,1
16580,35,3,29874,10,2,3,2,1,1,0,0,40,1,1
16581,27,3,168138,9,1,2,4,1,1,0,0,40,1,1
16582,28,3,162404,13,1,7,1,2,1,0,0,60,1,1
16583,21,6,162160,10,1,12,4,3,1,0,0,40,22,1
16584,26,3,139116,10,1,5,4,2,2,0,0,50,1,1
16585,44,3,192381,13,2,4,2,1,1,0,1848,40,1,2
16586,39,3,370585,9,5,10,1,2,1,0,0,40,1,1
16587,40,1,151038,13,3,7,1,1,1,0,0,40,1,1
16588,70,2,36311,13,2,4,2,1,1,20051,0,35,1,2
16589,34,3,271933,14,1,2,5,1,2,0,0,50,1,1
16590,34,3,182401,12,3,1,1,2,1,0,0,40,1,1
16591,66,3,234743,10,2,2,2,1,1,0,0,50,1,1
16592,40,3,182140,9,5,8,5,2,1,0,0,40,1,1
16593,61,2,215591,9,2,2,2,1,1,0,1887,40,1,2
16594,59,2,96459,4,2,7,2,1,1,0,0,40,1,1
16595,28,6,205562,14,1,12,1,2,2,0,0,40,1,1
16596,47,3,188081,9,2,10,2,1,1,0,0,40,1,2
16597,33,1,121245,13,2,4,2,1,1,0,0,60,1,2
16598,18,3,127273,7,1,5,6,1,1,0,0,20,1,1
16599,25,3,114345,5,1,7,5,1,1,914,0,40,1,1
16600,22,3,341227,10,1,1,1,1,1,0,0,20,1,1
16601,40,5,166893,13,2,13,2,2,1,0,0,40,1,2
16602,68,6,65730,9,2,12,2,1,1,0,0,25,1,1
16603,30,3,145231,12,3,1,4,1,2,0,1762,40,1,1
16604,73,2,102510,4,2,9,2,1,1,6418,0,99,1,2
16605,45,2,285335,4,2,7,2,1,1,0,0,10,1,1
16606,23,3,177087,7,1,1,5,2,1,0,0,35,1,1
16607,40,3,240504,13,2,6,2,1,1,0,0,45,1,2
16608,39,3,218490,13,2,2,2,1,1,0,1977,40,1,2
16609,23,3,384651,10,2,3,2,1,1,0,0,40,1,1
16610,51,3,189551,9,3,7,4,2,1,0,0,40,1,1
16611,53,3,194791,9,2,9,2,1,1,0,0,45,1,1
16612,24,3,194630,13,1,11,1,1,1,0,0,35,1,1
16613,53,3,177647,13,3,2,5,1,1,0,0,40,1,1
16614,49,2,51620,16,2,4,2,1,1,0,0,60,1,1
16615,34,3,251421,9,2,7,2,1,1,0,0,40,1,1
16616,37,2,180477,9,2,7,2,1,1,0,0,47,1,1
16617,40,1,391736,11,2,7,2,1,1,0,0,40,1,1
16618,23,1,170091,10,1,4,4,1,2,0,0,6,1,1
16619,36,3,175360,14,1,1,1,1,1,13550,0,50,1,2
16620,35,3,276153,13,1,11,1,3,2,4650,0,40,1,1
16621,53,4,105788,13,3,2,5,2,2,0,0,50,1,2
16622,42,5,248476,10,3,8,1,1,1,0,0,65,1,2
16623,32,3,168443,14,2,2,3,1,2,0,0,40,1,1
16624,33,3,120201,9,3,1,4,5,2,0,0,65,1,1
16625,59,3,114678,9,1,7,1,2,1,0,0,60,1,1
16626,36,3,167440,10,2,10,2,1,1,0,0,44,1,1
16627,37,2,265266,15,2,4,2,1,1,0,0,40,2,2
16628,31,3,212235,10,1,6,1,1,1,0,0,45,1,1
16629,46,3,44671,13,2,13,2,1,1,0,0,40,1,1
16630,44,1,87282,13,1,4,1,3,2,0,0,38,1,1
16631,27,3,112754,13,2,2,2,1,1,0,1485,60,1,2
16632,29,2,322238,9,1,9,1,1,1,0,0,40,1,1
16633,39,3,65382,10,2,2,2,1,1,0,0,40,1,1
16634,62,2,115176,9,2,9,2,1,1,0,0,65,1,1
16635,48,2,162236,14,7,2,5,1,2,0,0,40,5,2
16636,42,3,409902,9,1,2,5,2,2,0,0,25,1,1
16637,60,5,204062,14,2,4,2,1,1,0,0,48,1,2
16638,35,3,283305,13,1,2,1,1,2,0,0,40,1,1
16639,39,3,435638,10,1,10,1,1,1,0,0,40,1,1
16640,34,7,114733,12,2,1,3,1,2,0,0,36,1,1
16641,22,3,162343,10,1,1,6,2,1,0,0,22,1,1
16642,18,6,195981,9,7,12,4,1,1,0,0,40,1,1
16643,44,3,79531,11,2,7,2,1,1,0,0,40,1,2
16644,44,1,395078,9,3,1,1,1,2,0,0,40,1,1
